시설명,분점명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,홈페이지,블로그 주소,페이스북 주소,인스타 주소,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,입장료 유무 여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어),최종작성일
부산요트투어G,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,0507-1350-6087,yachtg.co.kr,정보없음,정보없음,www.instagram.com/yacht_g/,연중무휴,매일10:00-24:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
부산월드컵경기장보조경기장,,레저/체육/공원,대형체육시설,주/보조경기장,부산광역시,연제구,거제동,,1299 번지,월드컵대로,344 번,35.19008744,129.058356,47500,부산광역시 연제구 월드컵대로 344,부산광역시 연제구 거제동 1299,051-500-2123,정보없음,정보없음,정보없음,정보없음,정보없음,"개방시간 : 05:00-09:00, 17:00-24:00",N,Y,N,Y,N,Y,Y,N,Y,N,N,2022-11-25
부산장애인요트연맹,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,,,35.16058667,129.139946,48090,,부산광역시 해운대구 우동 1393,051-743-3844,정보없음,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",유동적으로 운영,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,2022-11-25
부산전통예술관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,수영구,광안동,,산 106 번지,수영로521번길,63 번,35.15261645,129.105739,48259,부산광역시 수영구 수영로521번길 63,부산광역시 수영구 광안동 산 106,051-758-2530,www.btac.co.kr,정보없음,정보없음,정보없음,공휴일,10:00-17:00,Y,N,N,Y,N,Y,Y,N,Y,Y,N,2022-11-25
부산정관박물관,,전시/공연,전시/기념관,대형전시/박물관,부산광역시,기장군,정관읍,방곡리,442 번지,정관중앙로,110 번,35.32633483,129.182227,46019,부산광역시 기장군 정관읍 정관중앙로 110,부산광역시 기장군 정관읍 방곡리 442,051-720-6900,museum.busan.go.kr/jeonggwan/index,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",09:00-18:00,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,2022-11-25
부산종합운동장,,레저/체육/공원,대형체육시설,종합운동장컴플렉스,부산광역시,동래구,사직동,,960 번지,사직로,45 번,35.1943668,129.059901,47874,부산광역시 동래구 사직로 45,부산광역시 동래구 사직동 960,051-504-8001,www.busan.go.kr/stadium/index,정보없음,정보없음,정보없음,정보없음,운영시간=대여시간,N,Y,N,Y,N,Y,Y,N,Y,Y,N,2022-11-25
부산진일신여학교역사기념관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,좌천동,,768-1 번지,정공단로17번길,17 번,35.13462646,129.052889,48724,부산광역시 동구 정공단로17번길 17,부산광역시 동구 좌천동 768-1,051-635-7113,정보없음,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",평일 09:00-17:00,Y,N,N,N,N,Y,Y,N,Y,N,Y,2022-11-25
부산창업박람회,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-512-0327,www.bexpo.co.kr/default/,정보없음,정보없음,www.instagram.com/nbifs_busan/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00, 출입문 개방 폐쇄는 일반적으로 06:00-22:00",N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
부산칠드런스뮤지엄,,문화관광/명소,관광지,테마공원/대형놀이공원,부산광역시,기장군,기장읍,시랑리,717 번지,기장해안로,172 번,35.19201833,129.217768,46084,부산광역시 기장군 기장읍 기장해안로 172,부산광역시 기장군 기장읍 시랑리 717,051-711-8862,m.childrensmuseums.co.kr/,정보없음,정보없음,정보없음,매주 월요일,"평일 10:00-19:00,주말 및 공휴일 10:00-20:00",Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,2022-11-25
부산커피박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,부산진구,전포동,,683-11 번지,동천로,70 번,35.15494974,129.062679,47294,부산광역시 부산진구 동천로 70,부산광역시 부산진구 전포동 683-11,,정보없음,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",10:00-17:00,N,Y,N,Y,N,N,Y,N,Y,Y,Y,2022-11-25
부산컨벤션뷰로,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-740-7300,www.bexco.co.kr/,blog.naver.com/bexcoblog,www.facebook.com/bexcokr,http://instagram.com/bexco_busan_/,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00, 출입문 개방 폐쇄는 일반적으로 06:00-22:00",N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
부산코리아빌드,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,1600-5340,koreabuild.co.kr/bexco/,정보없음,정보없음,정보없음,상시변동,"행사에 따라 다름, 행사 대관은 일반적으로 09:00-18:00, 출입문 개방 폐쇄는 일반적으로 06:00-22:00",N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
부산통일관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,부산진구,초읍동,,236 번지,초읍천로,113-10 번,35.18232366,129.045618,47100,부산광역시 부산진구 초읍천로 113-10,부산광역시 부산진구 초읍동 236,051-808-7960,정보없음,정보없음,정보없음,정보없음,연중무휴,매일 09:00-18:00 동절기 17시까지,Y,Y,N,Y,N,Y,Y,N,Y,N,N,2022-11-25
부산포민속박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,부산진구,부전동,,168-176 번지,중앙대로702번길,21 번,35.15554992,129.06037,47292,부산광역시 부산진구 중앙대로702번길 21,부산광역시 부산진구 부전동 168-176,051-803-4300,정보없음,blog.naver.com/busanpo4300,정보없음,정보없음,"매주 월요일, 공휴일","하절기(3-10월)10:00-18:00 ,동절기(11-2월)10:00-17:00",N,Y,N,N,N,N,Y,N,Y,N,Y,2022-11-25
부산학생교육문화회관,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,부산진구,초읍동,,43-1 번지,성지곡로,15 번,35.18409567,129.046671,47100,부산광역시 부산진구 성지곡로 15,부산광역시 부산진구 초읍동 43-1,051-605-5114,home.pen.go.kr/becs/main.do,정보없음,정보없음,정보없음,"매주 일요일, 월요일, 공휴일",평일 09:00-18:00 토요일 08:00-17:00,N,Y,N,Y,N,Y,Y,Y,N,Y,N,2022-11-25
부산항홍보관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,강서구,성북동,,1501 번지,신항로,96-87 번,35.08621921,128.83058,46767,부산광역시 강서구 신항로 96-87,부산광역시 강서구 성북동 1501,051-972-6348,www.bpfmc.or.kr/new-port_3.do,정보없음,정보없음,정보없음,매주 평일,법정공휴일 휴관,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,2022-11-25
부산해바라기소극장,,전시/공연,영화/연극/공연,N,부산광역시,남구,대연동,,52-18 번지,용소로13번길,30 번,35.13676252,129.102258,48512,부산광역시 남구 용소로13번길 30,부산광역시 남구 대연동 52-18,1600-1716,https://tinyurl.com/p6r26s39,정보없음,정보없음,정보없음,"매주 토요일, 일요일, 공휴일",09:00-22:00,N,Y,Y,N,N,N,Y,N,Y,Y,Y,2022-11-25
부산해양자연사박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동래구,온천동,,산 13-1 번지,우장춘로,175 번,35.22196011,129.075648,47700,부산광역시 동래구 우장춘로 175,부산광역시 동래구 온천동 산 13-1,051-553-4944,www.busan.go.kr/sea/index,정보없음,정보없음,정보없음,"매주 월요일, 공휴일","오전 9시-오후 6시, 입장시간 : 오후 5시까지",N,N,N,Y,Y,N,N,N,N,Y,Y,2022-11-25
부산현대미술관,,전시/공연,전시/기념관,대형미술관,부산광역시,사하구,하단동,,1149-37 번지,낙동남로,1191 번,35.10933193,128.942694,49300,부산광역시 사하구 낙동남로 1191,부산광역시 사하구 하단동 1149-37,051-220-7400,www.busan.go.kr/moca/index,정보없음,정보없음,정보없음,"월요일(월요일이 공휴일인 경우 공휴일 다음 첫 번째 평일), 공휴일",화-일 : 10:00-18:00,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,2022-11-25
부산홈리빙생활용품전시회,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,해운대구,우동,,1500 번지,APEC로,55 번,35.16906372,129.136018,48060,부산광역시 해운대구 APEC로 55,부산광역시 해운대구 우동 1500,051-740-7709,busangift.kr/main.php,정보없음,정보없음,정보없음,정보없음,"2022.11.24(목)-27(일),10:00-18:00",N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,2022-11-25
부산CC,,레저/체육/공원,대형레저시설,골프장CC,부산광역시,금정구,노포동,,368 번지,중앙대로2327번길,112 번,35.29563962,129.094972,46202,부산광역시 금정구 중앙대로2327번길 112,부산광역시 금정구 노포동 368,051-509-0707,www.bscc.co.kr/main/main.asp,정보없음,정보없음,정보없음,공휴일,06:00-20:30,Y,N,Y,N,N,N,Y,Y,N,N,N,2022-11-25
부산MBC드림홀,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,수영구,민락동,,316-2 번지,감포로8번길,69 번,35.16053715,129.124477,48276,부산광역시 수영구 감포로8번길 69,부산광역시 수영구 민락동 316-2,051-760-1000,www.busanmbc.co.kr/,정보없음,정보없음,정보없음,정보없음,매일 15:30-22:00,N,Y,N,Y,N,N,Y,N,N,N,N,2022-11-25
불교서적전시관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,동구,범일동,,330-152 번지,범일로,54 번,35.13488392,129.059796,48747,부산광역시 동구 범일로 54,부산광역시 동구 범일동 330-152,051-647-7393,정보없음,https://han.gl/spEOP,정보없음,정보없음,매주 일요일,평일 09:00-18:00,N,N,N,Y,N,N,N,N,N,N,N,2022-11-25
브라보요트,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,84 번,35.15979857,129.141957,48090,부산광역시 해운대구 해운대해변로 84,부산광역시 해운대구 우동 1393,,정보없음,정보없음,정보없음,정보없음,연중무휴,매일09:00-22:00,Y,N,Y,Y,N,N,Y,Y,Y,N,N,2022-11-25
브라보요트,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,541-5 번지,구남로18번길,24 번,35.1618684,129.158785,48094,부산광역시 해운대구 구남로18번길 24,부산광역시 해운대구 우동 541-5,,정보없음,정보없음,정보없음,정보없음,연중무휴,매일 09:00-22:00,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
블루오션요트클럽,,레저/체육/공원,대형레저시설,요트장,부산광역시,해운대구,우동,,1393 번지,해운대해변로,52 번,35.16249774,129.138079,48090,부산광역시 해운대구 해운대해변로 52,부산광역시 해운대구 우동 1393,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
비비씨어터,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,부산진구,부전동,,217-1 번지,중앙대로692번길,38 번,35.15420361,129.061284,47296,부산광역시 부산진구 중앙대로692번길 38,부산광역시 부산진구 부전동 217-1,051-804-2252,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,Y,N,N,N,N,N,N,N,N,2022-11-25
비욘드가라지,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,중구,중앙동,,22 번지,대교로,135 번,35.1022038,129.037379,48943,부산광역시 중구 대교로 135,부산광역시 중구 중앙동5가 22,,정보없음,blog.naver.com/gosouth_kor,정보없음,정보없음,정보없음,10:30-오전 1:00,N,Y,N,Y,N,N,Y,Y,Y,N,N,2022-11-25
빈빈문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,수영구,남천동,,69-40 번지,남천서로,20 번,35.14363002,129.107057,48316,부산광역시 수영구 남천서로 20,부산광역시 수영구 남천동 69-40,051-627-2063,정보없음,정보없음,정보없음,정보없음,정보없음,09:30-18:00,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
사상문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사상구,학장동,,288-12 번지,가야대로196번길,51 번,35.14738137,128.995023,47022,부산광역시 사상구 가야대로196번길 51,부산광역시 사상구 학장동 288-12,051-316-9111,www.sasangculture.or.kr/,정보없음,정보없음,정보없음,공휴일,"평일 09:00-22:00, 09:00-17:00",N,Y,N,Y,N,N,Y,N,N,N,N,2022-11-25
사상생활사박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,사상구,삼락동,,414-13 번지,낙동대로1258번길,36 번,35.17202277,128.978719,46912,부산광역시 사상구 낙동대로1258번길 36,부산광역시 사상구 삼락동 414-13,051-310-5136,www.sasang.go.kr/lmuseum/,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",09:00-18:00(입장은 17:30분까지),Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,2022-11-25
사상인디스테이션,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사상구,괘법동,,572-1 번지,사상로,190 번,35.16223649,128.985318,46968,부산광역시 사상구 사상로 190,부산광역시 사상구 괘법동 572-1,051-316-7630,https://tinyurl.com/78r4wjne,정보없음,www.facebook.com/catssasang,정보없음,공휴일,09:00-18:00,N,N,N,Y,N,Y,N,N,Y,Y,N,2022-11-25
사하문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,사하구,하단동,,1151-14 번지,낙동남로1233번길,25 번,35.11003324,128.944957,49300,부산광역시 사하구 낙동남로1233번길 25,부산광역시 사하구 하단동 1151-14,051-204-2587,sahacc.kr/index/index.asp,정보없음,정보없음,정보없음,상시변동,09:00-18:00(공연이 있을시 연장),Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,2022-11-25
산성문화체험촌,,문화관광/명소,관광지,N,부산광역시,금정구,금성동,,472 번지,죽전2길,42 번,35.25416789,129.057216,46237,부산광역시 금정구 죽전2길 42,부산광역시 금정구 금성동 472,051-513-6848,sanseong.invil.org/index.html,정보없음,정보없음,정보없음,정보없음,정보없음,Y,N,N,Y,N,N,N,N,Y,N,N,2022-11-25
살롱드부산1023,,전시/공연,영화/연극/공연,N,부산광역시,중구,중앙동,,37-5 번지,40계단길,3 번,35.10407224,129.034851,48930,부산광역시 중구 40계단길 3,부산광역시 중구 중앙동4가 37-5,0507-1333-3624,정보없음,정보없음,https://url.kr/jv3h96,정보없음,연중무휴,09:00-18:00,N,N,Y,N,N,N,N,N,Y,N,N,2022-11-25
삼락강변체육공원,,레저/체육/공원,공원,대형시민/도심공원,부산광역시,사상구,삼락동,,29-46 번지,,,35.16913365,128.973188,46900,,부산광역시 사상구 삼락동 29-46,051-303-0048,https://tinyurl.com/mr6dejtp,정보없음,정보없음,정보없음,연중무휴,24시간운영,Y,Y,N,N,N,Y,Y,Y,Y,N,N,2022-11-25
삼진어묵체험역사관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,영도구,봉래1동,,39-1 번지,태종로99번길,36 번,35.09295656,129.042783,49035,부산광역시 영도구 태종로99번길 36,부산광역시 영도구 봉래동2가 39-1,051-412-5468,samjinstory.com/,정보없음,정보없음,정보없음,매주 월요일,09:00-18:00사전예약제,Y,N,N,Y,N,N,N,N,Y,Y,Y,2022-11-25
서린골프클럽, ,레저/체육/공원,대형체육시설,N,부산광역시,강서구,명지동,,3597-2 번지,명지국제1로,60-1 번,35.09424055,128.905436,46726,부산광역시 강서구 명지국제1로 60-1,부산광역시 강서구 명지동 3597-2,0507-1355-4005,정보없음,정보없음,정보없음,정보없음,연중무휴,매일 08:00-24:00,Y,N,Y,N,N,N,Y,Y,Y,N,N,2022-11-25
서부산영상미디어센터(2023년8월예정),,전시/공연,영화/연극/공연,공연/연극/문화센터,부산광역시,강서구,대저1동,,2373-2 번지,대저로,269 번,35.21325668,128.981818,46702,부산광역시 강서구 대저로 269,부산광역시 강서구 대저1동 2373-2,,정보없음,정보없음,정보없음,정보없음,정보없음,정보없음,N,N,N,N,N,N,N,N,N,N,N,2022-11-25
서울옥션,부산점,전시/공연,전시/기념관,미술관,부산광역시,해운대구,중동,,1405-16 번지,해운대해변로,292 번,35.16006631,129.163128,48099,부산광역시 해운대구 해운대해변로 292,부산광역시 해운대구 중동 1405-16,051-744-2020,www.seoulauction.com/,blog.naver.com/s_auction,정보없음,www.instagram.com/seoulauction/,매주 월요일,10:00-19:00,N,Y,N,Y,N,Y,Y,N,N,Y,N,2022-11-25
석당미술관,,전시/공연,전시/기념관,N,부산광역시,서구,부민동2가,,1-0 번지,구덕로,225-0 번,35.103741,129.019415,49236,부산광역시 서구 구덕로 225,부산광역시 서구 부민동2가 1 동아대학교부민캠퍼스,051-200-8493,museum.donga.ac.kr/sites/museum/index.do,정보없음,정보없음,정보없음,"매주 월요일, 공휴일",화요일-일요일 09:30-17:00 (16:30까지 입장완료),N,N,N,Y,N,Y,N,N,N,N,N,2022-11-25
선동잔디구장,,레저/체육/공원,대형체육시설,지역축구장,부산광역시,금정구,선동,,998-1 번지,,,35.26892769,129.11509,,,부산광역시 금정구 선동 998-1,051-519-4124,정보없음,정보없음,정보없음,정보없음,"매주 일요일, 공휴일",오전08:00-오후18:00 (주말:08:00-18:00),Y,N,N,Y,N,N,N,N,N,N,N,2022-11-25
